Radionuclide,Element,Z,A,Metastable_state,Half_life,Half_life_units,Half_life_s,Half_life_readable,Num_decay_modes,Mode_1,Fraction_1,Progeny_1,Mode_2,Fraction_2,Progeny_2,Mode_3,Fraction_3,Progeny_3,Mode_4,Fraction_4,Progeny_4
I-123,I,53,123,,13.27,h,47772.0,13.27 h,2,EC,0.99996,Te-123,EC,4.442e-05,Te-123m,,,,,,
I-124,I,53,124,,4.1760,d,360806.4,4.1760 d,1,β+ & EC,1.0,Te-124,,,,,,,,,
I-125,I,53,125,,59.400,d,5132160.0,59.400 d,1,EC,1.0,Te-125,,,,,,,,,
I-126,I,53,126,,12.93,d,1117152.0,12.93 d,2,β+ & EC,0.527,Te-126,β-,0.473,Xe-126,,,,,,
I-128,I,53,128,,24.99,m,1499.3999999999999,24.99 m,2,β-,0.931,Xe-128,β+ & EC,0.069,Te-128,,,,,,
I-129,I,53,129,,1.57E+7,y,495443739456000.0,15.7 My,1,β-,1.0,Xe-129,,,,,,,,,
I-130,I,53,130,,12.36,h,44496.0,12.36 h,1,β-,1.0,Xe-130,,,,,,,,,
I-130m,I,53,130,m,8.84,m,530.4,8.84 m,2,IT,0.84,I-130,β-,0.16,Xe-130,,,,,,
I-131,I,53,131,,8.02070,d,692988.48,8.02070 d,2,β-,0.011759,Xe-131m,β-,0.98824,Xe-131,,,,,,
I-132,I,53,132,,2.295,h,8262.0,2.295 h,1,β-,1.0,Xe-132,,,,,,,,,
I-132m,I,53,132,m,1.387,h,4993.2,1.387 h,2,IT,0.86,I-132,β-,0.14,Xe-132,,,,,,
I-133,I,53,133,,20.8,h,74880.0,20.8 h,2,β-,0.97115,Xe-133,β-,0.028846,Xe-133m,,,,,,
I-134,I,53,134,,52.5,m,3150.0,52.5 m,1,β-,1.0,Xe-134,,,,,,,,,
I-134m,I,53,134,m,3.60,m,216.0,3.60 m,2,IT,0.977,I-134,β-,0.023,Xe-134,,,,,,
I-135,I,53,135,,6.57,h,23652.0,6.57 h,2,β-,0.83432,Xe-135,β-,0.16568,Xe-135m,,,,,,
In-103,In,49,103,,60,s,60.0,60 s,1,β+ & EC,1.0,Cd-103,,,,,,,,,
In-105,In,49,105,,5.07,m,304.20000000000005,5.07 m,1,β+ & EC,1.0,Cd-105,,,,,,,,,
In-106,In,49,106,,6.2,m,372.0,6.2 m,1,β+ & EC,1.0,Cd-106,,,,,,,,,
In-106m,In,49,106,m,5.2,m,312.0,5.2 m,1,β+ & EC,1.0,Cd-106,,,,,,,,,
In-107,In,49,107,,32.4,m,1944.0,32.4 m,1,β+ & EC,1.0,Cd-107,,,,,,,,,
In-108,In,49,108,,58.0,m,3480.0,58.0 m,1,β+ & EC,1.0,Cd-108,,,,,,,,,
In-108m,In,49,108,m,39.6,m,2376.0,39.6 m,1,β+ & EC,1.0,Cd-108,,,,,,,,,
In-109,In,49,109,,4.2,h,15120.0,4.2 h,1,β+ & EC,1.0,Cd-109,,,,,,,,,
In-109m,In,49,109,m,1.34,m,80.4,1.34 m,1,IT,1.0,In-109,,,,,,,,,
In-110,In,49,110,,4.9,h,17640.0,4.9 h,1,β+ & EC,1.0,Cd-110,,,,,,,,,
In-110m,In,49,110,m,69.1,m,4146.0,69.1 m,1,β+ & EC,1.0,Cd-110,,,,,,,,,
In-111,In,49,111,,2.8047,d,242326.08,2.8047 d,2,EC,4.9998e-05,Cd-111m,EC,0.99995,Cd-111,,,,,,
In-111m,In,49,111,m,7.7,m,462.0,7.7 m,1,IT,1.0,In-111,,,,,,,,,
In-112,In,49,112,,14.97,m,898.2,14.97 m,2,β+ & EC,0.56,Cd-112,β-,0.44,Sn-112,,,,,,
In-112m,In,49,112,m,20.56,m,1233.6,20.56 m,1,IT,1.0,In-112,,,,,,,,,
In-113m,In,49,113,m,1.6579,h,5968.44,1.6579 h,1,IT,1.0,In-113,,,,,,,,,
In-114,In,49,114,,71.9,s,71.9,71.9 s,2,β-,0.995,Sn-114,β+ & EC,0.005,Cd-114,,,,,,
In-114m,In,49,114,m,49.51,d,4277664.0,49.51 d,2,IT,0.9675,In-114,EC,0.0325,Cd-114,,,,,,
In-115,In,49,115,,4.41E+14,y,1.391660440128e+22,0.441 Py,1,β-,1.0,Sn-115,,,,,,,,,
In-115m,In,49,115,m,4.486,h,16149.599999999999,4.486 h,2,IT,0.95,In-115,β-,0.05,Sn-115,,,,,,
In-116m,In,49,116,m,54.41,m,3264.6,54.41 m,1,β-,1.0,Sn-116,,,,,,,,,
In-117,In,49,117,,43.2,m,2592.0,43.2 m,2,β-,0.0035321,Sn-117m,β-,0.99647,Sn-117,,,,,,
In-117m,In,49,117,m,116.2,m,6972.0,116.2 m,2,IT,0.471,In-117,β-,0.529,Sn-117,,,,,,
In-118,In,49,118,,5.0,s,5.0,5.0 s,1,β-,1.0,Sn-118,,,,,,,,,
In-118m,In,49,118,m,4.364,m,261.84,4.364 m,1,β-,1.0,Sn-118,,,,,,,,,
In-119,In,49,119,,2.4,m,144.0,2.4 m,2,β-,0.0094773,Sn-119m,β-,0.99052,Sn-119,,,,,,
In-119m,In,49,119,m,18.0,m,1080.0,18.0 m,2,IT,0.056,In-119,β-,0.944,Sn-119,,,,,,
In-121,In,49,121,,23.1,s,23.1,23.1 s,2,β-,0.8865,Sn-121,β-,0.1135,Sn-121m,,,,,,
In-121m,In,49,121,m,3.88,m,232.79999999999998,3.88 m,2,β-,0.988,Sn-121,IT,0.012,In-121,,,,,,
Ir-180,Ir,77,180,,1.5,m,90.0,1.5 m,1,β+ & EC,1.0,Os-180,,,,,,,,,
Ir-182,Ir,77,182,,15,m,900.0,15 m,1,β+ & EC,1.0,Os-182,,,,,,,,,
Ir-183,Ir,77,183,,58,m,3480.0,58 m,2,β+ & EC,0.70972,Os-183m,β+ & EC,0.29028,Os-183,,,,,,
Ir-184,Ir,77,184,,3.09,h,11124.0,3.09 h,1,β+ & EC,1.0,Os-184,,,,,,,,,
Ir-185,Ir,77,185,,14.4,h,51840.0,14.4 h,1,β+ & EC,1.0,Os-185,,,,,,,,,
Ir-186,Ir,77,186,,16.64,h,59904.0,16.64 h,1,β+ & EC,1.0,Os-186,,,,,,,,,
Ir-186m,Ir,77,186,m,1.92,h,6912.0,1.92 h,2,β+ & EC,0.75,Os-186,IT,0.25,Ir-186,,,,,,
Ir-187,Ir,77,187,,10.5,h,37800.0,10.5 h,1,β+ & EC,1.0,Os-187,,,,,,,,,
Ir-188,Ir,77,188,,41.5,h,149400.0,41.5 h,1,β+ & EC,1.0,Os-188,,,,,,,,,
Ir-189,Ir,77,189,,13.2,d,1140480.0,13.2 d,2,EC,0.074264,Os-189m,EC,0.92574,Os-189,,,,,,
Ir-190,Ir,77,190,,11.78,d,1017792.0,11.78 d,1,EC,1.0,Os-190,,,,,,,,,
Ir-190m,Ir,77,190,m,1.120,h,4032.0000000000005,1.120 h,1,IT,1.0,Ir-190,,,,,,,,,
Ir-190n,Ir,77,190,n,3.087,h,11113.2,3.087 h,2,EC,0.914,Os-190m,IT,0.086,Ir-190,,,,,,
Ir-191m,Ir,77,191,m,4.94,s,4.94,4.94 s,1,IT,1.0,Ir-191,,,,,,,,,
Ir-192,Ir,77,192,,73.827,d,6378652.8,73.827 d,2,β-,0.9513,Pt-192,EC,0.0487,Os-192,,,,,,
Ir-192m,Ir,77,192,m,1.45,m,87.0,1.45 m,2,IT,0.99983,Ir-192,β-,0.000175,Pt-192,,,,,,
Ir-192n,Ir,77,192,n,241,y,7605219185.280001,241 y,1,IT,1.0,Ir-192,,,,,,,,,
Ir-193m,Ir,77,193,m,10.53,d,909792.0,10.53 d,1,IT,1.0,Ir-193,,,,,,,,,
Ir-194,Ir,77,194,,19.28,h,69408.0,19.28 h,1,β-,1.0,Pt-194,,,,,,,,,
Ir-194m,Ir,77,194,m,171,d,14774400.0,171 d,1,β-,1.0,Pt-194,,,,,,,,,
Ir-195,Ir,77,195,,2.5,h,9000.0,2.5 h,1,β-,1.0,Pt-195,,,,,,,,,
Ir-195m,Ir,77,195,m,3.8,h,13680.0,3.8 h,3,β-,0.43692,Pt-195m,IT,0.05,Ir-195,β-,0.51308,Pt-195,,,
Ir-196,Ir,77,196,,52,s,52.0,52 s,1,β-,1.0,Pt-196,,,,,,,,,
Ir-196m,Ir,77,196,m,1.40,h,5040.0,1.40 h,1,β-,1.0,Pt-196,,,,,,,,,
K-38,K,19,38,,7.636,m,458.16,7.636 m,1,β+ & EC,1.0,Ar-38,,,,,,,,,
K-40,K,19,40,,1.251E+9,y,3.947771452608e+16,1.251 By,2,β-,0.8914,Ca-40,β+ & EC,0.1086,Ar-40,,,,,,
K-42,K,19,42,,12.360,h,44496.0,12.360 h,1,β-,1.0,Ca-42,,,,,,,,,
K-43,K,19,43,,22.3,h,80280.0,22.3 h,1,β-,1.0,Ca-43,,,,,,,,,
K-44,K,19,44,,22.13,m,1327.8,22.13 m,1,β-,1.0,Ca-44,,,,,,,,,
K-45,K,19,45,,17.3,m,1038.0,17.3 m,1,β-,1.0,Ca-45,,,,,,,,,
K-46,K,19,46,,105,s,105.0,105 s,1,β-,1.0,Ca-46,,,,,,,,,
Kr-74,Kr,36,74,,11.50,m,690.0,11.50 m,1,β+ & EC,1.0,Br-74,,,,,,,,,
Kr-75,Kr,36,75,,4.29,m,257.4,4.29 m,1,β+ & EC,1.0,Br-75,,,,,,,,,
Kr-76,Kr,36,76,,14.8,h,53280.0,14.8 h,2,EC,0.99189,Br-76,EC,0.0081144,Br-76m,,,,,,
Kr-77,Kr,36,77,,74.4,m,4464.0,74.4 m,2,β+ & EC,0.90386,Br-77,β+ & EC,0.096135,Br-77m,,,,,,
Kr-79,Kr,36,79,,35.04,h,126144.0,35.04 h,1,β+ & EC,1.0,Br-79,,,,,,,,,
Kr-81,Kr,36,81,,2.29E+5,y,7226536072320.0,0.229 My,1,EC,1.0,Br-81,,,,,,,,,
Kr-81m,Kr,36,81,m,13.10,s,13.1,13.10 s,2,IT,0.99998,Kr-81,EC,2.5e-05,Br-81,,,,,,
Kr-83m,Kr,36,83,m,1.83,h,6588.0,1.83 h,1,IT,1.0,Kr-83,,,,,,,,,
Kr-85,Kr,36,85,,10.756,y,339426296.91648,10.756 y,1,β-,1.0,Rb-85,,,,,,,,,
Kr-85m,Kr,36,85,m,4.480,h,16128.000000000002,4.480 h,2,IT,0.214,Kr-85,β-,0.786,Rb-85,,,,,,
Kr-87,Kr,36,87,,76.3,m,4578.0,76.3 m,1,β-,1.0,Rb-87,,,,,,,,,
Kr-88,Kr,36,88,,2.84,h,10224.0,2.84 h,1,β-,1.0,Rb-88,,,,,,,,,
Kr-89,Kr,36,89,,3.15,m,189.0,3.15 m,1,β-,1.0,Rb-89,,,,,,,,,
La-128,La,57,128,,5.18,m,310.79999999999995,5.18 m,1,β+ & EC,1.0,Ba-128,,,,,,,,,
La-129,La,57,129,,11.6,m,696.0,11.6 m,2,β+ & EC,0.92384,Ba-129,β+ & EC,0.076164,Ba-129m,,,,,,
La-130,La,57,130,,8.7,m,522.0,8.7 m,1,β+ & EC,1.0,Ba-130,,,,,,,,,
La-131,La,57,131,,59,m,3540.0,59 m,1,β+ & EC,1.0,Ba-131,,,,,,,,,
La-132,La,57,132,,4.8,h,17280.0,4.8 h,1,β+ & EC,1.0,Ba-132,,,,,,,,,
La-132m,La,57,132,m,24.3,m,1458.0,24.3 m,2,IT,0.76,La-132,β+ & EC,0.24,Ba-132,,,,,,
La-133,La,57,133,,3.912,h,14083.199999999999,3.912 h,1,β+ & EC,1.0,Ba-133,,,,,,,,,
La-134,La,57,134,,6.45,m,387.0,6.45 m,1,β+ & EC,1.0,Ba-134,,,,,,,,,
La-135,La,57,135,,19.5,h,70200.0,19.5 h,1,β+ & EC,1.0,Ba-135,,,,,,,,,
La-136,La,57,136,,9.87,m,592.1999999999999,9.87 m,1,β+ & EC,1.0,Ba-136,,,,,,,,,
La-137,La,57,137,,6.0E+4,y,1893415564800.0,60 ky,1,EC,1.0,Ba-137,,,,,,,,,
La-138,La,57,138,,1.02E+11,y,3.21880646016e+18,0.102 Ty,2,EC,0.664,Ba-138,β-,0.336,Ce-138,,,,,,
La-140,La,57,140,,1.6781,d,144987.84,1.6781 d,1,β-,1.0,Ce-140,,,,,,,,,
La-141,La,57,141,,3.92,h,14112.0,3.92 h,1,β-,1.0,Ce-141,,,,,,,,,
La-142,La,57,142,,91.1,m,5466.0,91.1 m,1,β-,1.0,Ce-142,,,,,,,,,
La-143,La,57,143,,14.2,m,852.0,14.2 m,1,β-,1.0,Ce-143,,,,,,,,,
Lu-165,Lu,71,165,,10.74,m,644.4,10.74 m,1,β+ & EC,1.0,Yb-165,,,,,,,,,
Lu-167,Lu,71,167,,51.5,m,3090.0,51.5 m,1,β+ & EC,1.0,Yb-167,,,,,,,,,
Lu-169,Lu,71,169,,34.06,h,122616.00000000001,34.06 h,1,β+ & EC,1.0,Yb-169,,,,,,,,,
Lu-169m,Lu,71,169,m,160,s,160.0,160 s,1,IT,1.0,Lu-169,,,,,,,,,
Lu-170,Lu,71,170,,2.012,d,173836.8,2.012 d,1,β+ & EC,1.0,Yb-170,,,,,,,,,
Lu-171,Lu,71,171,,8.24,d,711936.0,8.24 d,1,β+ & EC,1.0,Yb-171,,,,,,,,,
Lu-171m,Lu,71,171,m,79,s,79.0,79 s,1,IT,1.0,Lu-171,,,,,,,,,
Lu-172,Lu,71,172,,6.70,d,578880.0,6.70 d,1,β+ & EC,1.0,Yb-172,,,,,,,,,
Lu-172m,Lu,71,172,m,3.7,m,222.0,3.7 m,1,IT,1.0,Lu-172,,,,,,,,,
Lu-173,Lu,71,173,,1.37,y,43232988.729600005,1.37 y,1,EC,1.0,Yb-173,,,,,,,,,
Lu-174,Lu,71,174,,3.31,y,104453425.32480001,3.31 y,1,β+ & EC,1.0,Yb-174,,,,,,,,,
Lu-174m,Lu,71,174,m,142,d,12268800.0,142 d,2,IT,0.9938,Lu-174,EC,0.0062,Yb-174,,,,,,
Lu-176,Lu,71,176,,3.85E+10,y,1.21494165408e+18,38.5 By,1,β-,1.0,Hf-176,,,,,,,,,
Lu-176m,Lu,71,176,m,3.635,h,13086.0,3.635 h,2,β-,0.99905,Hf-176,EC,0.00095,Yb-176,,,,,,
Lu-177,Lu,71,177,,6.647,d,574300.8,6.647 d,1,β-,1.0,Hf-177,,,,,,,,,
Lu-177m,Lu,71,177,m,160.4,d,13858560.0,160.4 d,2,IT,0.217,Lu-177,β-,0.783,Hf-177,,,,,,
Lu-178,Lu,71,178,,28.4,m,1704.0,28.4 m,1,β-,1.0,Hf-178,,,,,,,,,
Lu-178m,Lu,71,178,m,23.1,m,1386.0,23.1 m,1,β-,1.0,Hf-178,,,,,,,,,
Lu-179,Lu,71,179,,4.59,h,16524.0,4.59 h,1,β-,1.0,Hf-179,,,,,,,,,
Lu-180,Lu,71,180,,5.7,m,342.0,5.7 m,1,β-,1.0,Hf-180,,,,,,,,,
Lu-181,Lu,71,181,,3.5,m,210.0,3.5 m,1,β-,1.0,Hf-181,,,,,,,,,
Mg-27,Mg,12,27,,9.458,m,567.48,9.458 m,1,β-,1.0,Al-27,,,,,,,,,
Mg-28,Mg,12,28,,20.915,h,75294.0,20.915 h,1,β-,1.0,Al-28,,,,,,,,,
Mn-50m,Mn,25,50,m,1.75,m,105.0,1.75 m,1,β+ & EC,1.0,Cr-50,,,,,,,,,
Mn-51,Mn,25,51,,46.2,m,2772.0,46.2 m,1,β+ & EC,1.0,Cr-51,,,,,,,,,
Mn-52,Mn,25,52,,5.591,d,483062.4,5.591 d,1,β+ & EC,1.0,Cr-52,,,,,,,,,
Mn-52m,Mn,25,52,m,21.1,m,1266.0,21.1 m,2,IT,0.0175,Mn-52,β+ & EC,0.9825,Cr-52,,,,,,
Mn-53,Mn,25,53,,3.7E+6,y,116760626496000.0,3.7 My,1,EC,1.0,Cr-53,,,,,,,,,
Mn-54,Mn,25,54,,312.12,d,26967168.0,312.12 d,2,β+ & EC,1.0,Cr-54,β-,2.9e-06,Fe-54,,,,,,
Mn-56,Mn,25,56,,2.5789,h,9284.039999999999,2.5789 h,1,β-,1.0,Fe-56,,,,,,,,,
Mn-57,Mn,25,57,,85.4,s,85.4,85.4 s,1,β-,1.0,Fe-57,,,,,,,,,
Mn-58m,Mn,25,58,m,65.2,s,65.2,65.2 s,1,β-,1.0,Fe-58,,,,,,,,,
Mo-101,Mo,42,101,,14.61,m,876.5999999999999,14.61 m,1,β-,1.0,Tc-101,,,,,,,,,
Mo-102,Mo,42,102,,11.3,m,678.0,11.3 m,1,β-,1.0,Tc-102,,,,,,,,,
Mo-89,Mo,42,89,,2.11,m,126.6,2.11 m,1,β+ & EC,1.0,Nb-89,,,,,,,,,
Mo-90,Mo,42,90,,5.56,h,20016.0,5.56 h,1,β+ & EC,1.0,Nb-90,,,,,,,,,
Mo-91,Mo,42,91,,15.49,m,929.4,15.49 m,2,β+ & EC,0.99966,Nb-91,β+ & EC,0.00034232,Nb-91m,,,,,,
Mo-91m,Mo,42,91,m,64.6,s,64.6,64.6 s,2,β+ & EC,0.5,Nb-91m,IT,0.5,Mo-91,,,,,,
Mo-93,Mo,42,93,,4.0E+3,y,126227704320.00002,4.0 ky,2,EC,0.88,Nb-93m,EC,0.12,Nb-93,,,,,,
Mo-93m,Mo,42,93,m,6.85,h,24660.0,6.85 h,2,IT,0.9988,Mo-93,EC,0.0012,Nb-93,,,,,,
Mo-99,Mo,42,99,,65.94,h,237384.0,65.94 h,2,β-,0.8773,Tc-99m,β-,0.1227,Tc-99,,,,,,
N-13,N,7,13,,9.965,m,597.9,9.965 m,1,β+ & EC,1.0,C-13,,,,,,,,,
N-16,N,7,16,,7.13,s,7.13,7.13 s,1,β-,1.0,O-16,,,,,,,,,
Na-22,Na,11,22,,2.6019,y,82107965.967552,2.6019 y,1,β+ & EC,1.0,Ne-22,,,,,,,,,
Na-24,Na,11,24,,14.9590,h,53852.4,14.9590 h,1,β-,1.0,Mg-24,,,,,,,,,
Nb-87,Nb,41,87,,3.75,m,225.0,3.75 m,1,β+ & EC,1.0,Zr-87,,,,,,,,,
Nb-88,Nb,41,88,,14.5,m,870.0,14.5 m,1,β+ & EC,1.0,Zr-88,,,,,,,,,
Nb-88m,Nb,41,88,m,7.78,m,466.8,7.78 m,1,β+ & EC,1.0,Zr-88,,,,,,,,,
Nb-89,Nb,41,89,,2.03,h,7307.999999999999,2.03 h,2,β+ & EC,0.98772,Zr-89,β+ & EC,0.012278,Zr-89m,,,,,,
Nb-89m,Nb,41,89,m,66,m,3960.0,66 m,1,β+ & EC,1.0,Zr-89m,,,,,,,,,
Nb-90,Nb,41,90,,14.60,h,52560.0,14.60 h,1,β+ & EC,1.0,Zr-90,,,,,,,,,
Nb-91,Nb,41,91,,680,y,21458709734.4,680 y,1,β+ & EC,1.0,Zr-91,,,,,,,,,
Nb-91m,Nb,41,91,m,60.86,d,5258304.0,60.86 d,2,IT,0.966,Nb-91,β+ & EC,0.034,Zr-91,,,,,,
Nb-92,Nb,41,92,,3.47E+7,y,1095025334976000.1,34.7 My,1,EC,1.0,Zr-92,,,,,,,,,
Nb-92m,Nb,41,92,m,10.15,d,876960.0,10.15 d,1,β+ & EC,1.0,Zr-92,,,,,,,,,
Nb-93m,Nb,41,93,m,16.13,y,509013217.6704,16.13 y,1,IT,1.0,Nb-93,,,,,,,,,
Nb-94,Nb,41,94,,2.03E+4,y,640605599424.0,20.3 ky,1,β-,1.0,Mo-94,,,,,,,,,
Nb-94m,Nb,41,94,m,6.263,m,375.78,6.263 m,2,IT,0.995,Nb-94,β-,0.005,Mo-94,,,,,,
Nb-95,Nb,41,95,,34.991,d,3023222.4,34.991 d,1,β-,1.0,Mo-95,,,,,,,,,
Nb-95m,Nb,41,95,m,3.61,d,311904.0,3.61 d,2,IT,0.944,Nb-95,β-,0.056,Mo-95,,,,,,
Nb-96,Nb,41,96,,23.35,h,84060.0,23.35 h,1,β-,1.0,Mo-96,,,,,,,,,
Nb-97,Nb,41,97,,72.1,m,4326.0,72.1 m,1,β-,1.0,Mo-97,,,,,,,,,
Nb-98m,Nb,41,98,m,51.3,m,3078.0,51.3 m,1,β-,1.0,Mo-98,,,,,,,,,
Nb-99,Nb,41,99,,15.0,s,15.0,15.0 s,1,β-,1.0,Mo-99,,,,,,,,,
Nb-99m,Nb,41,99,m,2.6,m,156.0,2.6 m,2,β-,0.98,Mo-99,IT,0.02,Nb-99,,,,,,
Nd-134,Nd,60,134,,8.5,m,510.0,8.5 m,1,β+ & EC,1.0,Pr-134m,,,,,,,,,
Nd-135,Nd,60,135,,12.4,m,744.0,12.4 m,1,β+ & EC,1.0,Pr-135,,,,,,,,,
Nd-136,Nd,60,136,,50.65,m,3039.0,50.65 m,1,β+ & EC,1.0,Pr-136,,,,,,,,,
Nd-137,Nd,60,137,,38.5,m,2310.0,38.5 m,1,β+ & EC,1.0,Pr-137,,,,,,,,,
Nd-138,Nd,60,138,,5.04,h,18144.0,5.04 h,1,EC,1.0,Pr-138,,,,,,,,,
Nd-139,Nd,60,139,,29.7,m,1782.0,29.7 m,1,β+ & EC,1.0,Pr-139,,,,,,,,,
Nd-139m,Nd,60,139,m,5.50,h,19800.0,5.50 h,2,β+ & EC,0.882,Pr-139,IT,0.118,Nd-139,,,,,,
Nd-140,Nd,60,140,,3.37,d,291168.0,3.37 d,1,EC,1.0,Pr-140,,,,,,,,,
Nd-141,Nd,60,141,,2.49,h,8964.0,2.49 h,1,β+ & EC,1.0,Pr-141,,,,,,,,,
Nd-141m,Nd,60,141,m,62.0,s,62.0,62.0 s,2,IT,0.99968,Nd-141,β+ & EC,0.00032,Pr-141,,,,,,
Nd-144,Nd,60,144,,2.29E+15,y,7.22653607232e+22,2.29 Py,1,α,1.0,Ce-140,,,,,,,,,
Nd-147,Nd,60,147,,10.98,d,948672.0,10.98 d,1,β-,1.0,Pm-147,,,,,,,,,
Nd-149,Nd,60,149,,1.728,h,6220.8,1.728 h,1,β-,1.0,Pm-149,,,,,,,,,
Nd-151,Nd,60,151,,12.44,m,746.4,12.44 m,1,β-,1.0,Pm-151,,,,,,,,,
Nd-152,Nd,60,152,,11.4,m,684.0,11.4 m,1,β-,1.0,Pm-152,,,,,,,,,
Ne-19,Ne,10,19,,17.22,s,17.22,17.22 s,1,β+ & EC,1.0,F-19,,,,,,,,,
Ne-24,Ne,10,24,,3.38,m,202.79999999999998,3.38 m,1,β-,1.0,Na-24,,,,,,,,,
Ni-56,Ni,28,56,,6.075,d,524880.0,6.075 d,1,β+ & EC,1.0,Co-56,,,,,,,,,
Ni-57,Ni,28,57,,35.60,h,128160.0,35.60 h,1,β+ & EC,1.0,Co-57,,,,,,,,,
Ni-59,Ni,28,59,,1.01E+5,y,3187249534080.0,0.101 My,1,β+ & EC,1.0,Co-59,,,,,,,,,
Ni-63,Ni,28,63,,100.1,y,3158848300.608,100.1 y,1,β-,1.0,Cu-63,,,,,,,,,
Ni-65,Ni,28,65,,2.51719,h,9061.884,2.51719 h,1,β-,1.0,Cu-65,,,,,,,,,
Ni-66,Ni,28,66,,54.6,h,196560.0,54.6 h,1,β-,1.0,Cu-66,,,,,,,,,
Np-232,Np,93,232,,14.7,m,882.0,14.7 m,1,β+ & EC,1.0,U-232,,,,,,,,,
Np-233,Np,93,233,,36.2,m,2172.0,36.2 m,2,EC,1.0,U-233,α,1e-05,Pa-229,,,,,,
Np-234,Np,93,234,,4.4,d,380160.00000000006,4.4 d,1,β+ & EC,1.0,U-234,,,,,,,,,
Np-235,Np,93,235,,396.1,d,34223040.0,396.1 d,3,EC,0.99598,U-235,EC,0.0039933,U-235m,α,2.6e-05,Pa-231,,,
Np-236,Np,93,236,,1.54E+5,y,4859766616320.0,0.154 My,3,EC,0.873,U-236,β-,0.125,Pu-236,α,0.0016,Pa-232,,,
Np-236m,Np,93,236,m,22.5,h,81000.0,22.5 h,2,EC,0.52,U-236,β-,0.48,Pu-236,,,,,,
Np-237,Np,93,237,,2.144E+6,y,67658049515520.01,2.144 My,1,α,1.0,Pa-233,,,,,,,,,
Np-238,Np,93,238,,2.117,d,182908.8,2.117 d,1,β-,1.0,Pu-238,,,,,,,,,
Np-239,Np,93,239,,2.3565,d,203601.6,2.3565 d,1,β-,1.0,Pu-239,,,,,,,,,
Np-240,Np,93,240,,61.9,m,3714.0,61.9 m,1,β-,1.0,Pu-240,,,,,,,,,
Np-240m,Np,93,240,m,7.22,m,433.2,7.22 m,2,β-,0.9989,Pu-240,IT,0.0011,Np-240,,,,,,
Np-241,Np,93,241,,13.9,m,834.0,13.9 m,1,β-,1.0,Pu-241,,,,,,,,,
Np-242,Np,93,242,,2.2,m,132.0,2.2 m,1,β-,1.0,Pu-242,,,,,,,,,
Np-242m,Np,93,242,m,5.5,m,330.0,5.5 m,1,β-,1.0,Pu-242,,,,,,,,,
O-14,O,8,14,,70.606,s,70.606,70.606 s,1,β+ & EC,1.0,N-14,,,,,,,,,
O-15,O,8,15,,122.24,s,122.24,122.24 s,1,β+ & EC,1.0,N-15,,,,,,,,,
O-19,O,8,19,,26.464,s,26.464,26.464 s,1,β-,1.0,F-19,,,,,,,,,
Os-180,Os,76,180,,21.5,m,1290.0,21.5 m,1,β+ & EC,1.0,Re-180,,,,,,,,,
Os-181,Os,76,181,,105,m,6300.0,105 m,1,β+ & EC,1.0,Re-181,,,,,,,,,
Os-182,Os,76,182,,22.10,h,79560.0,22.10 h,1,EC,1.0,Re-182m,,,,,,,,,
Os-183,Os,76,183,,13.0,h,46800.0,13.0 h,1,β+ & EC,1.0,Re-183,,,,,,,,,
Os-183m,Os,76,183,m,9.9,h,35640.0,9.9 h,2,β+ & EC,0.85,Re-183,IT,0.15,Os-183,,,,,,
Os-185,Os,76,185,,93.6,d,8087039.999999999,93.6 d,1,EC,1.0,Re-185,,,,,,,,,
Os-186,Os,76,186,,2.0E+15,y,6.311385216e+22,2.0 Py,1,α,1.0,W-182,,,,,,,,,
Os-189m,Os,76,189,m,5.8,h,20880.0,5.8 h,1,IT,1.0,Os-189,,,,,,,,,
Os-190m,Os,76,190,m,9.9,m,594.0,9.9 m,1,IT,1.0,Os-190,,,,,,,,,
Os-191,Os,76,191,,15.4,d,1330560.0,15.4 d,1,β-,1.0,Ir-191,,,,,,,,,
Os-191m,Os,76,191,m,13.10,h,47160.0,13.10 h,1,IT,1.0,Os-191,,,,,,,,,
Os-193,Os,76,193,,30.11,h,108396.0,30.11 h,2,β-,0.0034757,Ir-193m,β-,0.99652,Ir-193,,,,,,
Os-194,Os,76,194,,6.0,y,189341556.48000002,6.0 y,1,β-,1.0,Ir-194,,,,,,,,,
Os-196,Os,76,196,,34.9,m,2094.0,34.9 m,1,β-,1.0,Ir-196,,,,,,,,,
P-30,P,15,30,,2.498,m,149.88000000000002,2.498 m,1,β+ & EC,1.0,Si-30,,,,,,,,,
P-32,P,15,32,,14.263,d,1232323.2,14.263 d,1,β-,1.0,S-32,,,,,,,,,
P-33,P,15,33,,25.34,d,2189376.0,25.34 d,1,β-,1.0,S-33,,,,,,,,,
Pa-227,Pa,91,227,,38.3,m,2298.0,38.3 m,2,α,0.85,Ac-223,EC,0.15,Th-227,,,,,,
Pa-228,Pa,91,228,,22,h,79200.0,22 h,2,β+ & EC,0.98,Th-228,α,0.02,Ac-224,,,,,,
Pa-229,Pa,91,229,,1.50,d,129600.0,1.50 d,2,EC,0.9952,Th-229,α,0.0048,Ac-225,,,,,,
Pa-230,Pa,91,230,,17.4,d,1503359.9999999998,17.4 d,3,EC,0.916,Th-230,β-,0.084,U-230,α,3.2e-05,Ac-226,,,
Pa-231,Pa,91,231,,3.276E+4,y,1033804898380.8,32.76 ky,1,α,1.0,Ac-227,,,,,,,,,
